,duration_minutes,title,release_year,rating,description,show_id,added_month,added_month_name,added_year
3214,172,Amar Akbar Anthony,1977,TV-14,"Abandoned in a park by their father, Amar, Akbar and Anthony grow up independently and have no knowledge of one another. They're reunited as adults when, by coincidence, they all give blood at the same hospital.",247747,12,December,2019
3215,134,Anwar,2007,TV-14,"Seeking refuge in a Hindu temple after the tragic death of the girl he loved, a Muslim youth is caught by the police, who mistake him for an enemy.",70064205,12,December,2019
3216,95,Barah Aana,2009,TV-14,"After futile attempts to better their lives with honest work, three broke friends opt for a more dubious means of making money: kidnapping for ransom.",80083672,12,December,2019
3217,125,Bawarchi,1972,TV-PG,A dysfunctional middle-class family is transformed by the attentions of their talented new chef – until he vanishes along with their valuable jewels.,60003405,12,December,2019
3218,121,Bazaar,1982,TV-14,"A young man challenges traditional customs by standing up to the father of the woman he loves, who has promised her to a wealthy expatriate.",70053010,12,December,2019
3219,90,Benchwarmers 2: Breaking Balls,2019,PG-13,A rookie lawyer with an emasculating past in baseball can break into the legal world only if he manages a law firm's ragtag company softball team.,81038225,12,December,2019
3220,151,Bhagam Bhag,2006,TV-14,"A theater group lands in trouble when its new actress takes her own life, two of its members are framed for murder and no one is who they appear to be.",70062701,12,December,2019
3221,114,Bhoot,2003,TV-MA,"After a couple moves into an apartment, the wife’s increasingly disturbing behavior unravels chilling secrets about their new home’s past.",81213889,12,December,2019
3222,168,Bobby,1973,TV-14,"Raj, the son of strict, wealthy parents, falls in love with Bobby, the daughter of a poor Christian fisherman – a romance his parents oppose.",70005055,12,December,2019
3223,132,Carrie,2002,TV-14,This remake of the classic 1976 horror flick finds misfit Carrie getting revenge on all the cool people who've bullied her over the years.,60029461,12,December,2019
3224,132,Chal Mere Bhai,2000,TV-14,"When a secretary saves her tycoon boss's life, his family hears wedding bells. Problem is, she's already in love – with his younger brother.",81213893,12,December,2019
3225,87,Child's Play,1988,R,"When a rash of murders unfolds, 6-year-old Andy knows that his toy doll Chucky is the killer, but neither his mom nor the cops believe him.",372195,12,December,2019
3226,127,Chupke Chupke,1975,TV-PG,"Jealous of the high regard in which his new wife holds their brother-in-law, a botany professor stages an elaborate prank that will even the score.",20255593,12,December,2019
3227,97,Deadline: Sirf 24 Ghante,2006,TV-14,A surgeon’s perfect life is rattled when his daughter is taken hostage in their own home and he's given 24 hours to pay a hefty ransom.,70059328,12,December,2019
3228,128,Dhamaal,2007,TV-14,"Tipped off about buried money in Goa, four ne’er-do-well friends go on the hunt, chased by a police officer who wants the treasure for himself.",81213888,12,December,2019
3229,133,Die Another Day,2002,PG-13,Pierce Brosnan's final outing as 007 finds James Bond facing off against a North Korean terrorist who's in league with a British diamond merchant.,60024927,12,December,2019
3230,158,Don,1978,TV-14,A man who's a lookalike for a slain mob kingpin is asked by the police to impersonate the gangster and infiltrate his underworld organization.,20255837,12,December,2019
3231,151,Encounter: The Killing,2002,TV-14,"After accidentally killing a young mobster, a guilt-stricken police officer searches for the parents who never came forward to claim their son's body.",70006866,12,December,2019
3232,163,Ghayal,1990,TV-14,"Framed for his older brother's murder, a boxer seeks violent revenge against the true killer who's torn his family apart.",20077944,12,December,2019
3233,161,Ghulam-E-Musthafa,1997,TV-MA,"Giving up his life of crime for love, a gangster struggles with a moral dilemma when tragic events and enduring enemies take him back to the underworld.",20705133,12,December,2019
3234,137,Gol Maal,1979,TV-PG,"When circumstances at work compel Ram to pretend to have a twin, his lie works – until the boss wants his daughter to marry Ram’s fictitious brother.",21028086,12,December,2019
3235,130,GoldenEye,1995,PG-13,"Pierce Brosnan takes his first turn as debonair secret agent James Bond, who investigates the destruction of a Russian satellite weapons base.",22040803,12,December,2019
3236,148,Golmaal: Fun Unlimited,2006,TV-14,"Between thwarting crooks and wooing the belle next door, four pranksters get in over their heads when they bamboozle their way into a couple’s bungalow.",70054380,12,December,2019
3237,124,Heartbreakers,2001,PG-13,"In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it.",60020236,12,December,2019
3238,156,Hera Pheri,1976,TV-14,The bond between two crooks and best friends is threatened when one learns that the other's father had a hand in his own tragic past.,20765027,12,December,2019
3239,89,How High 2,2019,TV-MA,"When a pair of friends uncover a weed Bible, their magical stash gets stolen, sending them on a pot-fueled quest through Atlanta to find it.",81109078,12,December,2019
3240,163,Jaan-E-Mann: Let's Fall in Love... Again,2006,TV-14,"To avoid alimony payments, an aspiring actor schemes for his ex-wife to marry an unlikely suitor, but soon realizes he may not be ready to lose her.",81213885,12,December,2019
3241,132,Jail,2009,TV-14,"Incarcerated for a crime he didn’t commit, a young man must navigate the crowded, cut-throat environment of prison as he awaits trial.",70129075,12,December,2019
3242,181,Jis Desh Men Ganga Behti Hai,1960,TV-14,"Falling in with a band of outlaws during a holy pilgrimage, a country boy tries to change their violent ways ahead of a showdown with the authorities.",60001407,12,December,2019
3243,125,John Day,2013,TV-MA,"A bank manager and his wife, still grieving over their daughter who died in a fire, become pawns in a bank heist with ties to corruption and fraud.",70295531,12,December,2019
3244,133,Judwaa,1997,TV-14,"Separated at birth, a pair of identical twins unexpectedly reunite as adults and embark on a madcap mission to take down a common enemy from their past.",17457622,12,December,2019
3245,173,Kaalia,1981,TV-14,"Jailed for robbing his brother’s unscrupulous employer, a simpleton has a transformation while in prison, emerging with a violent mission for revenge.",20712279,12,December,2019
3246,140,Katha,1982,TV-PG,"Secretly in love with his neighbor, a mild-mannered clerk is heartbroken when his much bolder, more charming friend wins her heart instead.",70051840,12,December,2019
3247,120,Khubsoorat,1980,TV-PG,A strict matriarch's regimented household is upended by the arrival of a spunky relative who challenges the rules.,81213895,12,December,2019
3248,115,Koshish,1972,TV-14,A speech and hearing-impaired couple persists through unforgiving obstacles to be accepted by society and live a life of dignity.,24073896,12,December,2019
3249,126,Kuldip Patwal: I Didn't Do It!,2017,TV-MA,"Accused of killing a politician, a local grocer’s fight to prove his innocence reveals his lifelong struggles with injustice leading up to the incident.",81221913,12,December,2019
3250,137,Maine Pyaar Kyun Kiya,2005,TV-14,"After lying to his girlfriend, orthopedic surgeon Samir must conjure up a pretend wife in this musical comedy.",70040912,12,December,2019
3251,138,Masoom,1983,TV-14,A loving husband and father's joyful family life is rocked to its core upon the discovery that he has a young son borne from a past extramarital affair.,81213979,12,December,2019
3252,158,Mujhse Shaadi Karogi,2004,TV-PG,"Samir must overcome a hostile horoscope, a hot temper and a determined rival to win the heart of Rani, the love of his life.",70018445,12,December,2019
3253,171,Namak Halaal,1982,TV-14,"While loyally defending his boss from mobsters trying to kill him, a naive, hotel bellboy discovers the family he never knew he had.",81213897,12,December,2019
3254,108,Phamous,2018,TV-MA,India's highlands descend into bullet-riddled mayhem as the longtime rivalries and ruthless revenge missions among four men come to a head.,81213877,12,December,2019
3255,96,Phullu,2017,TV-14,"Struck by the lack of clean resources for menstruating women in his village, a jobless loafer braves social stigmas to create low-cost sanitary napkins.",81213882,12,December,2019
3256,104,Rajnigandha,1974,TV-PG,"A grad student leaves her boyfriend in Delhi for a job interview in Mumbai, where she reconnects with an old flame for whom she still has feelings.",81213896,12,December,2019
3257,178,Ram Teri Ganga Maili,1985,TV-14,"Abandoned by her new husband and father of her son, a mountain woman journeys to Calcutta to find him, constantly tested by social evils along the way.",60003097,12,December,2019
3258,154,Ramji Londonwaley,2005,TV-14,"A small-town cook moves to London to earn a living, but from his employer’s sudden death to the immigration officials on his trail, plans soon go sour.",81213887,12,December,2019
3259,114,Red Dawn,1984,PG-13,A group of teenagers witnesses Soviet and Cuban paratroopers descending on their small Colorado town and systematically setting off World War III.,896678,12,December,2019
3260,136,Road to Sangam,2010,TV-14,"As communal violence erupts in his neighborhood, a Muslim mechanic presses forward to repair a historic truck that will transport Gandhi’s last remains.",81217436,12,December,2019
3261,118,Saath Saath,1982,TV-14,"A young woman falls for her classmate’s idealistic, non-materialistic ways, but is troubled upon seeing his principles change after they marry.",81221914,12,December,2019
3262,137,Sadma,1983,TV-14,"After a traumatic injury leaves her with amnesia and age regression, a young woman is sold to a brothel before a teacher becomes her savior.",70072558,12,December,2019
3263,228,Sangam,1964,TV-14,"Returning home from war after being assumed dead, a pilot weds the woman he has long loved, unaware that she had been planning to marry his best friend.",60002818,12,December,2019
3264,153,Satte Pe Satta,1982,TV-14,"The eldest of seven brothers who run a family farm together marries a pretty nurse, inspiring his country-bumpkin siblings to follow his example.",20257617,12,December,2019
3265,168,Shiva,1990,TV-MA,"A young man enrolls at a college and becomes a rival to the student-union president, who’s using force and intimidation to advance his criminal agenda.",70059284,12,December,2019
3266,123,Swami,1977,TV-PG,"After she enters into an arranged marriage, a spirited and intellectual young woman tries to adjust to life with a man who was not her choice.",60001404,12,December,2019
3267,121,The Dark Side of Life: Mumbai City,2018,TV-MA,"Struggling with Mumbai's pressures and private battles with depression, six lives intersect just as they reach a breaking point.",81213879,12,December,2019
3268,161,The Great Gambler,1979,TV-14,"After unwittingly using his skills to obtain military secrets, a gambler is pursued by a police officer who happens to be his doppelgänger.",81213898,12,December,2019
3269,128,The World Is Not Enough,1999,PG-13,"Greed, revenge, world domination: It's all in a day's work for James Bond, who's on a mission to protect an oil heiress from a notorious terrorist.",28371873,12,December,2019
3270,119,Tomorrow Never Dies,1997,PG-13,"Pierce Brosnan stars in this 007 installment, which teams the secret agent and a sexy Chinese superspy against a megalomaniacal media mogul.",17016471,12,December,2019
3271,130,Traffic Signal,2007,TV-MA,"Four characters coexist at an urban traffic signal, where all manage to make a meager living until events threaten the source of their livelihood.",70065255,12,December,2019
3272,134,"Trikal (Past, Present, Future)",1985,TV-14,"A Goan native returns to his now-derelict, palatial childhood home, recalling his family’s interpersonal drama during the end of Portuguese rule.",60021548,12,December,2019
3273,105,Union Leader,2017,TV-14,Toxic conditions and a corrupt union leader prompt a chemical plant worker and earnest family man to fight for justice for his fellow laborers.,81217438,12,December,2019
3274,130,Veerey Ki Wedding,2018,TV-14,"Quick to throw punches in the name of justice, a young man must find a calmer way to win over the pacifist father of the girl he wishes to marry.",81213873,12,December,2019
3275,113,Vodka Diaries,2018,TV-14,"While investigating a series of murders and the nightclub that links them, a detective’s case takes an alarming turn when his wife goes missing.",81213874,12,December,2019
3276,131,Zed Plus,2014,TV-MA,A philandering small-town mechanic's political ambitions are sparked when the visiting prime minister mistakenly grants him special security clearance.,81213884,12,December,2019
3277,28,Bill Hicks: One Night Stand,1991,TV-MA,"Bill Hicks remembers a wild night in 1989 and offers his views on puffing cigarettes, smoking weed, drinking, sex, commercials and music.",81045989,12,December,2018
3278,34,Bill Hicks: Reflections,2015,TV-MA,"This documentary about comedian Bill Hicks offers insight into his irreverent takes on, well, everything. Brother Steve Hicks is the star witness.",81045990,12,December,2018
3279,61,Bill Hicks: Relentless,1992,TV-MA,"In one of his most iconic performances, late comedian Bill Hicks demonstrates what made him such a singular talent and a force to be reckoned with.",70059483,12,December,2018
3280,56,Bill Hicks: Revelations,1993,TV-MA,"In his final recorded special, the iconoclastic comedian channels Goat Boy and tackles provocative topics like British porn, pot and the priesthood.",80108207,12,December,2018
3281,81,Bill Hicks: Sane Man,1989,NR,"Filmed in 1989 at a turning point in comedian Bill Hicks's career, this rare onstage performance captures him spouting off on a variety of topics.",70043231,12,December,2018
3282,68,Gina Yashere: Laughing to America,2013,TV-MA,"British comic Gina Yashere takes the stage in San Francisco, where she shares her thoughts on everything from toilet ninjas to her troublesome name.",81045515,12,December,2018
3283,58,Gina Yashere: Skinny B*tch,2008,TV-MA,"Standup comedian and ""Daily Show"" correspondent Gina Yashere delivers a sharp set of wry observations on the environment, money and more.",81045517,12,December,2018
3284,100,Mexicanos de Bronce,2016,TV-MA,"When street vices keep them coming back, three prisoners make sense of their lives in a penitentiary – and beyond it – through rap.",80232095,12,December,2018
3285,50,Sam Kinison: Breaking the Rules,1987,TV-MA,"The one-time preacher shakes and shudders as he tears into subjects including sex, marriage, religion, drugs and famine in this HBO special.",60004393,12,December,2018
3286,49,Sam Kinison: Family Entertainment Hour,1991,TV-MA,"Comic Sam Kinison lets it rip with this performance at L.A.'s Wiltern theatre, skewering every segment of modern society from religion to television.",70026468,12,December,2018
3287,71,Sam Kinison: Live in Vegas,1991,TV-MA,Standup legend Sam Kinison is at his screaming best as he storms the stage in Sin City to get a few things off his chest.,81045512,12,December,2018
3288,29,Sam Kinison: The Scream Continues,2016,TV-MA,Sam's brother and former manager Bill Kinison speaks about the late comedian's journey from preacher to standup legend.,81045513,12,December,2018
3289,108,Secrets in the Hot Spring,2018,TV-14,"When three teen outcasts arrive at a hot springs hotel to help run things, creepy incidents prompt comical efforts to find what lurks in their midst.",81034612,12,December,2018
3290,125,Taylor Swift reputation Stadium Tour,2018,TV-PG,"Taylor Swift takes the stage in Dallas for the reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic.",81026251,12,December,2018
3291,72,The Bill Murray Stories: Life Lessons Learned From a Mythical Man,2018,TV-MA,"This documentary highlights spontaneous encounters with the elusive, comedic veteran, who touches lives by simply showing up anywhere.",81031650,12,December,2018
3292,100,The Seven Deadly Sins the Movie: Prisoners of the Sky,2018,TV-14,"The Seven Deadly Sins aid the Sky People against a powerful group of demons hellbent on resurrecting a demonic beast sealed over 3,000 years ago.",81006261,12,December,2018
3293,30,Tim Allen: Men Are Pigs,1990,TV-14,"Standup comedian Tim Allen delivers a set dedicated to ""men stuff"" like lawn care, power tools and why he grunts like an animal.",81045509,12,December,2018
3294,30,Tim Allen: ReWires America,1991,TV-MA,"Standup star Tim Allen storms the stage for a set chock-full of observations about powerful cars, beautiful lawns and more of the things he loves.",81045510,12,December,2018
3295,146,Tim Minchin And The Heritage Orchestra Live,2011,TV-MA,"Flanked by a full orchestra, Tim Minchin takes the Royal Albert Hall by storm with a wonderfully witty evening of satirical musical comedy.",70298389,12,December,2018
3296,127,Tim Minchin: So F**king Rock,2008,TV-MA,Comedic pianist Tim Minchin performs a host of his catchy songs that touch on everything from the Middle East to the healing power of canvas bags.,81045530,12,December,2018
3297,46,Todd Glass: Stand-Up Special,2012,TV-MA,"Standup comedian Todd Glass gets right down to it, with sly observations on accepting directions, denying compliments and being afraid of the dark.",81045511,12,December,2018
3298,57,Tom Papa Live in New York City,2011,TV-14,"Comedian Tom Papa riffs on the trials of married life, fatherhood in the 21st century, domestic pets and more in his stand-up show.",70266169,12,December,2018
3299,85,Blurred Lines: Inside the Art World,2017,TV-MA,Artists and industry insiders shed light on the commercial forces behind the veneer of genius and glamour that often shrouds contemporary art.,80190585,12,December,2017
3300,86,Born Strong,2017,TV-MA,Four 400-pound giants fight for the crown at the Arnold Strongman Classic and offer a glimpse into their lives leading up to the competition.,80210716,12,December,2017
3301,93,Elles étaient en guerre (1914-1918),2014,TV-14,Trace the overlapping journeys of exceptional women swept up in World War I and hear their tales of bravery on history's front lines.,80230465,12,December,2017
3302,49,Elles ont toutes une histoire,2016,TV-PG,"From Asia, Africa and Latin America, five women share extraordinary stories of strength and determination in the face of violence and inequality.",80144691,12,December,2017
3303,82,Fun Mom Dinner,2017,R,"Four preschool moms with little in common need a night out to take a break from their kids. But one thing leads to another, and things get rowdy.",80168234,12,December,2017
3304,100,Ghost House,2017,TV-MA,"While visiting the site of a supernatural shrine in the Thai countryside, a vacationing couple unwittingly upsets a vengeful demon.",80184972,12,December,2017
3305,55,Numbered,2012,TV-PG,"Guided by survivors' testimonies, this documentary explores the history and meaning of the numbers tattooed on the bodies of Auschwitz prisoners.",80208084,12,December,2017
3306,53,Twice,2010,TV-14,"This documentary reenacts the experiences of late activist Tsutomu Yamaguchi, a survivor of both atomic bombings on Japan in 1945.",80208212,12,December,2017
3307,87,You Can Tutu,2017,TV-G,A gifted young ballet dancer struggles to find her footing in an uptight ballet school that brings her and her family to a brand-new neighborhood.,80218432,12,December,2017
3308,93,Dog Eat Dog,2016,TV-MA,A delusional ex-con rejoins his unhinged former partners for one last job: kidnap the baby of a mobster's enemy for ransom.,80115134,12,December,2016
3309,97,Mr. Pig,2016,TV-MA,An aging California pig farmer whose property is on the brink of foreclosure makes a last-ditch trip across the border to sell his prized hog.,80098284,12,December,2016
3310,87,After Porn Ends 3,2018,TV-MA,This third installment in a documentary series examines the lives of the adult film genre's biggest stars after their industry careers have ended.,80220761,12,December,2018
3311,90,Anesthesia,2015,R,"After a popular professor is attacked on a New York street, the story of how a series of intertwined events led to the life-altering assault unfolds.",80087891,12,December,2018
3312,86,The Autopsy of Jane Doe,2016,R,A father-son team of small-town coroners performs an autopsy on an unidentified woman with mysterious injuries and a terrifying secret.,80022613,12,December,2018
3313,102,Goon: Last of the Enforcers,2016,R,"Injury and family push hockey player Doug Glatt into retirement, but his plans change when his beloved former team appoints his nemesis as captain.",80163263,12,December,2017
3314,46,The First Temptation of Christ,2019,TV-MA,"Jesus, who's hitting the big 3-0, brings a surprise guest to meet the family. A Christmas special so wrong, it must be from comedians Porta dos Fundos.",81078397,12,December,2019
3315,56,Tiffany Haddish: Black Mitzvah,2019,TV-MA,"On her 40th birthday, Tiffany Haddish drops a bombastic special studded with singing, dancing and raunchy reflections on her long road to womanhood.",80221271,12,December,2019
3316,98,War on Everyone,2016,R,"Terry and Bob excel at blackmailing small-time crooks. But when the two cops target a big score, they learn not all criminals are easily intimidated.",80103374,12,December,2019
3317,108,Wish Man,2019,TV-14,"After surviving a life-threatening accident, a troubled cop finds new purpose when he bonds with a terminally ill little boy. Based on a true story.",81167490,12,December,2019
3318,88,Silencer,2018,TV-MA,"When a drug lord kidnaps his girlfriend’s daughter, a retired assassin leaves his newly peaceful life to go on a ruthless rampage to rescue the child.",81012943,12,December,2018
3319,96,Diary of a Chambermaid,2015,NR,"An attractive young woman goes to work as a chambermaid for a troublesome couple. The wife is unreasonable, and the husband won't stop hitting on her.",80044536,12,December,2016
3320,84,Rezeta,2012,NR,"Gorgeous and free-spirited Albanian model Rezeta arrives in Mexico City, and soon uses her charms to take up a carefree new life in the metropolis.",70301620,12,December,2016
3321,116,Lawless,2012,R,"This true-to-life action saga profiles Virginia's bootlegging Bondurant brothers, whose exploits during the Prohibition era made them outlaw heroes.",70213471,12,December,2019
3322,112,Shelter,2010,R,A forensic psychiatrist has to think outside the box when she takes on a patient whose multiple personalities lead to a trail of murder victims.,70132228,12,December,2017
3323,105,The Climb,2017,TV-14,A young Senegalese-French man from humble roots sets out to climb Mount Everest to impress the woman he loves – and slowly becomes a media sensation.,80194671,12,December,2017
3324,130,Shrek the Musical,2013,TV-G,"The greatest fairy tale never told comes to life in this colorful, song-filled, Tony Award-winning Broadway production based on the hit movie.",70253398,12,December,2013
3325,120,Hot Gimmick: Girl Meets Boy,2019,TV-MA,"A quiet teen's life is shaken up when she's forced to be her arrogant neighbor's slave. He loves her, but they both have a lot to learn about trust.",81043135,12,December,2019
3326,122,A Twelve Year Night,2018,TV-MA,Future Uruguayan president José Mujica and his fellow Tupamaro political prisoners fight to survive 12 years of solitary confinement and torture.,80185375,12,December,2018
3327,97,Avicii: True Stories,2017,TV-MA,"Follow the meteoric rise of Tim Bergling, aka Avicii, from Swedish teenager to the creative force behind ""Wake Me Up,"" ""You Make Me"" and other hits.",80097519,12,December,2018
3328,312,Black Mirror: Bandersnatch,2018,TV-MA,"In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings.",80988062,12,December,2018
3329,109,Life Ki Toh Lag Gayi,2012,TV-14,"A vengeful son, a cop on a mission, a wannabe actress and a jilted lover find their lives intermingling in unexpected ways over 24 hours in Mumbai.",81024730,12,December,2018
3330,122,Oasis: Supersonic,2016,R,This film details the rise of British rock group Oasis and the creativity and chaos that brothers Noel and Liam Gallagher brought to the iconic band.,80151663,12,December,2018
3331,116,Rehmataan,2012,TV-14,"As unemployment, drug addiction and corruption plague a society, this drama depicts the people who believe there’s still good in the world.",81024717,12,December,2018
3332,73,The Birth Reborn 3,2018,TV-MA,"This intimate look at a São Paulo birth center features interviews with mothers, activists, doctors and midwives. Third in a series of films.",80995577,12,December,2018
3333,96,When Angels Sleep,2018,TV-MA,"After a businessman falls asleep at the wheel and hits a woman with his car, his interactions with her scared friend unleash a string of dark events.",80244708,12,December,2018
3334,90,The NSU-Complex,2016,TV-14,"For 13 years, the underground neo-Nazi organization NSU eluded German police while planting bombs, robbing banks and killing immigrants at random.",80136332,12,December,2016
3335,101,Fifty,2015,NR,"In Lagos, Nigeria, four successful women on the verge of 50 take stock of their lives and loves over the course of one week.",80082739,12,December,2015
3336,102,Blitz Patrollie,2013,TV-MA,"Caught between family pressures and small-time crime-fighting, a pair of bumbling cops tries to bust a massive drug deal and go down in history.",81228864,12,December,2019
3337,73,"El Pepe, a Supreme Life",2018,TV-14,"In this intimate documentary, former Uruguayan President José ""Pepe"" Mujica talks about lessons he learned while in prison, his ideals and the future.",81094074,12,December,2019
3338,86,The Secret Life of Pets 2,2019,PG,"On a farm outside New York, Max aims to boost his confidence while in the city, Snowball attempts to rescue a tiger cub and Gidget pretends to be a cat.",81044813,12,December,2019
3339,103,The Vendor,2018,TV-MA,A newspaper seller bemoans his lack of success but is undermined by his own laziness when he gets a better job as a driver and finds his rich father.,81172726,12,December,2019
3340,91,At First Light,2018,TV-14,"After mysterious lights imbue her with extraordinary powers, a teenager goes on the run from authorities with the friend who harbors a crush on her.",81029400,12,December,2018
3341,106,Bibi & Tina: Tohuwabohu Total,2017,TV-14,Teen witch Bibi and her pal Tina return to the screen to reconcile a runaway girl with her narrow-minded family and save Falkenstein Castle from chaos.,80141781,12,December,2017
3342,89,Pusher,2012,R,"In this remake of a 1996 Danish thriller, a drug pusher incurs his suppliers' wrath when he gets busted and is left without the money he owes.",70253590,12,December,2017
3343,79,The App,2019,TV-MA,"While in Rome to shoot his first movie, actor and industrial heir Nick becomes obsessed with a dating app that sends him into a self-destructive spiral.",81150338,12,December,2019
3344,110,Left Behind,2014,PG-13,"After millions of people on Earth suddenly disappear, a pilot flying a plane stuck at 30,000 feet must find a way to ensure the passengers' survival.",80013773,12,December,2018
3345,115,The Innocents,2016,PG-13,"At the end of World War II, a French doctor with the Red Cross treats nuns at a Polish convent who were raped and impregnated by Russian soldiers.",80098103,12,December,2018
3346,91,Mr. Roosevelt,2017,R,"A struggling comedian returns to Austin, Texas, to see her ailing cat and face her messy past – while staying with her ex and his new girlfriend.",80182473,12,December,2017
3347,61,Todd Barry: Spicy Honey,2017,TV-MA,"With bone-dry wit, stand-up comic Todd Barry dissects texting emergencies, Hitler's taste in wine, pricey soap, cheap pizza and much more.",80214478,12,December,2017
3348,94,Walk with Me,2017,TV-PG,A community of monks in France led by Zen Buddhist master Thich Nhat Hanh offers an intimate glimpse into mindfulness practice and the monastic life.,80182034,12,December,2017
3349,29,Marco Polo: One Hundred Eyes,2015,TV-MA,A defiant warrior-monk arrives at Kublai Khan's court in chains and soon earns his tragic nickname in this 30-minute origin story.,80083594,12,December,2015
3350,97,Doom: Annihilation,2019,R,"When a swarm of soul-stealing demons invades a Martian moon, a group of elite space Marines must obliterate the beasts to save Earth.",81164603,12,December,2019
3351,91,Fireworks,2017,TV-PG,"Middle schooler Nazuna desperately wants to run away with her classmate Norimichi, who somehow turns back time on this fateful summer's day.",81000505,12,December,2019
3352,96,Grand-Daddy Day Care,2019,PG-13,A frustrated novelist with money problems opens an unsanctioned senior center at his house to make quick cash and occupy his cumbersome father-in-law.,81045499,12,December,2019
3353,103,Jarhead: Law of Return,2019,R,"When a U.S. senator’s son is held captive by Hezbollah militiamen, a group of highly trained soldiers ventures into enemy territory to bring him home.",81164636,12,December,2019
3354,95,MFKZ,2017,R,Mysterious goons chase teenage slacker Angelino through chaotic Dark Meat City as he uncovers secret powers that could be the key to saving the world.,81037697,12,December,2019
3355,83,Sweetheart,2019,PG-13,A woman shipwrecked on a remote island discovers she’s not alone and begins a fight for survival against a deadly presence that emerges each night.,80208235,12,December,2019
3356,150,Avengers: Infinity War,2018,PG-13,Superheroes amass to stop intergalactic sociopath Thanos from acquiring a full set of Infinity Stones and wiping out half of all life in the universe.,80219127,12,December,2018
3357,90,Backtrack,2015,R,"Haunted by visions of the dead, psychologist Peter returns home to confront a long-ago trauma. But will the trip exorcise or embolden the ghosts?",80052828,12,December,2018
3358,93,A Gray State,2017,TV-MA,"This documentary dissects the case of a filmmaker whose death, along with the deaths of his wife and daughter, sparked alt-right conspiracy theories.",80190840,12,December,2017
3359,75,When Hari Got Married,2013,NR,"A small-town taxi driver is arranged to be married, resulting in an intimate look at the clash between modernity and tradition in India.",80145086,12,December,2016
3360,117,Como caído del cielo,2019,TV-14,"To earn his place in heaven, legendary Mexican actor-singer Pedro Infante is sent back to Earth in an impersonator's body to mend his womanizing ways.",80244123,12,December,2019
3361,70,John Mulaney & The Sack Lunch Bunch,2019,TV-PG,"John Mulaney and his kid pals tackle existential topics for all ages with catchy songs, comedy sketches and special guests in a nostalgic variety special.",81104634,12,December,2019
3362,89,The Little Hours,2017,R,Life at a convent takes an unruly turn when three unconventionally opinionated nuns cross paths with a tempting new gardener.,80171023,12,December,2018
3363,80,Creep 2,2017,TV-MA,"A video artist finds the perfect character for a sensational piece, but the subject of her dreams soon reveals his insidious side.",80168161,12,December,2017
3364,93,07:19:00,2016,TV-MA,"After a devastating earthquake hits Mexico City, trapped survivors from all walks of life wait to be rescued while trying desperately to stay alive.",80134885,12,December,2016
3365,62,Garfunkel and Oates: Trying to be Special,2016,TV-MA,Garfunkel and Oates put on a surprise-filled show in Seattle in hopes of raising enough money to make their own comedy special.,80136548,12,December,2016
3366,98,Lo and Behold: Reveries of the Connected World,2016,PG-13,"Filmmaker Werner Herzog presents a history of the internet, starting with its birth in 1969, and ponders the joys and sorrows of its social influence.",80097363,12,December,2016
3367,90,Jacob's Ladder,2019,R,"After being reunited with a brother he thought was killed in combat, a former army medic begins to experience violent, paranoid visions.",81014479,12,December,2019
3368,93,I Am Vengeance,2018,R,"After learning that an ex-military friend and his parents were killed, the highly trained John Gold comes to town seeking answers and revenge.",80989338,12,December,2018
3369,105,Mr. Church,2016,PG-13,"A temporary personal chef, a terminally ill single mother and her young daughter form an unlikely bond that redefines the meaning of family.",80131551,12,December,2018
3370,118,Bright,2017,TV-MA,"In an LA rife with interspecies tensions, a human cop and his orc partner stumble on a powerful object and become embroiled in a prophesied turf war.",80119234,12,December,2017
3371,141,Madness in the Desert,2004,TV-PG,"The story of making ""Lagaan,"" one of the millennium's seminal Indian films, is told from the point of view of production team member Satyajit Bhatkal.",80229953,12,December,2017
3372,86,Back of the Net,2019,TV-G,An American science geek ready to spend a summer at sea accidentally ends up at an Australian soccer academy and is forced to kick it with the locals.,81108479,12,December,2019
3373,86,Lost in London,2017,TV-14,"Nigerian students Okon and Bona experience culture shock – several shocks, really – after being selected for an exchange program in London.",81172830,12,December,2019
3374,105,Bad Seeds,2018,TV-MA,"Troubled by his past, a scam artist who runs a petty racket with his adoptive mom finds redemption while mentoring a group of difficult students.",80999643,12,December,2018
3375,124,Bird Box,2018,R,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.",80196789,12,December,2018
3376,105,Struggle: The Life and Lost Art of Szukalski,2018,TV-MA,"Artists in LA discover the work of forgotten Polish sculptor Stanislav Szukalski, a mad genius whose true story unfolds chapter by astounding chapter.",80109551,12,December,2018
3377,44,The Last Hangover,2018,TV-MA,"In this biblical ""Hangover"" spoof, the apostles awaken to find Jesus is missing and must piece together events of the previous night's wild Last Supper.",81020973,12,December,2018
3378,91,What Still Remains,2018,TV-14,"Struggling to survive alone post-apocalypse, a young woman is offered protection by an unknown man, but his village may not be the haven she imagines.",81019341,12,December,2018
3379,94,Desire,2017,TV-MA,A young woman arrives at her estranged sister's wedding to mend fences but falls prey to lust when she meets the groom.,80223098,12,December,2017
